text,named_ents
"if you are still having periods, tell us about the most recent changes. if your periods have stopped, tell us about the changes before your last period. in the last few years (in the years before your last period) did your periods:","[('the last few years', 156, 174, 'DATE'), ('the years before', 179, 195, 'DATE')]"
have you ever had hormone replacement therapy (hrt)?,[]
is your diet:,[]
in the last 3 months have you had a period or menstrual bleeding?,"[('the last 3 months', 3, 20, 'DATE')]"
"during the last month how long have you usually been able to go during the daytime, without passing water? ... hours ... minutes","[('the last month', 7, 21, 'DATE'), ('hours ... minutes', 111, 128, 'TIME')]"
was it recommended by a doctor?,[]
when was your last period? (include current period if bleeding now.) month ...year …  if you cannot remember the month and year please give your age at the time. ... yrs,"[('the month and year', 109, 127, 'DATE')]"
how often do  you take part?,[]
"if your current urinary problem were to last, would you feel",[]
"in the last year, have you ever felt bad or guilty about your drinking?","[('the last year', 3, 16, 'DATE')]"
how often do  you take part?,[]
how much in the last 12 months did this person make you feel good about yourself?,"[('the last 12 months', 12, 30, 'DATE')]"
have you ever consulted a doctor about urinary problems?,[]
"during the last month, has any urinary problem kept you from doing the kind of things you usually do?","[('the last month', 7, 21, 'DATE')]"
"in the last seven days have you had any of the following drinks? wine, sherry, martini or port","[('the last seven days', 3, 22, 'DATE')]"
"how much in the last 12 months did you share interests, hobbies and fun with this person?","[('the last 12 months', 12, 30, 'DATE')]"
have you ever had any of the following operations? (for each operation circle o (no) or 1 (yes). removal of both ovaries only (bilateral oophorectomy),"[('1', 88, 89, 'CARDINAL')]"
how much in the last 12 months would you have liked to have confided more in this person?,"[('the last 12 months', 12, 30, 'DATE')]"
how much in the last 12 months did you confide in this person?,"[('the last 12 months', 12, 30, 'DATE')]"
"in the last year, have people ever annoyed you by criticising your drinking?","[('the last year', 3, 16, 'DATE')]"
how much in the last 12 months did talking to this person make things worse?,"[('the last 12 months', 12, 30, 'DATE')]"
"in the last year, have you felt you ought to cut down on your drinking? do not include dieting","[('the last year', 3, 16, 'DATE')]"
"in the last seven days have you had any of the following drinks? beer lager, cider or stout","[('the last seven days', 3, 22, 'DATE')]"
"how much in the last 12 months did this person give you worries, problems and stress?","[('the last 12 months', 12, 30, 'DATE')]"
"in the last year, have you ever had a drink first thing in the morning to steady your nerves or to get rid of a hangover?","[('the last year', 3, 16, 'DATE'), ('first', 44, 49, 'ORDINAL')]"
"in the last seven days have you had any of the following drinks? spirits or liqueurs (e.g. whisky, gin, brandy, vodka)","[('the last seven days', 3, 22, 'DATE')]"
were your periods stopped by:,[]
are you currently on hrt?,[]
how many 1/2 pints?,[]
how old were you when you: first consulted? ... age,"[('first', 27, 32, 'ORDINAL')]"
"give dates of all operations. if you cannot remember the month and year, give your age at the time of the operation.) month … year ... or age at the time … yrs","[('the month and year', 53, 71, 'DATE')]"
"if more regular or less regular, when did you first notice this change?","[('first', 46, 51, 'ORDINAL')]"
"give dates of all operations. if you cannot remember the month and year, give your age at the time of the operation.) month … year ... or age at the time … yrs","[('the month and year', 53, 71, 'DATE')]"
"give dates of all operations. if you cannot remember the month and year, give your age at the time of the operation.) month … year ... or age at the time … yrs","[('the month and year', 53, 71, 'DATE')]"
"give dates of all operations. if you cannot remember the month and year, give your age at the time of the operation.) month … year ... or age at the time … yrs","[('the month and year', 53, 71, 'DATE')]"
how many measures?,[]
how old were you when you: last consulted? ... age,[]
do you leak urine ...,[]
"give dates of all operations. if you cannot remember the month and year, give your age at the time of the operation.) month … year ... or age at the time … yrs","[('the month and year', 53, 71, 'DATE')]"
how often do you leak urine?,[]
have you ever stopped hrt and then started again?,[]
when did you first start hrt? month ... year … if you cannot remember the month and year please give your age at the time. ... yrs,"[('first', 13, 18, 'ORDINAL'), ('the month and year', 70, 88, 'DATE')]"
how many glasses?,[]
do you usually leak?,[]
"do you take precautions to deal with urine leakage, for example using pads?",[]
"do you leak urine when you make a physical effort, like lifting, running, coughing, sneezing or laughing?",[]
before you first started hrt had your menstrual periods stopped?,"[('first', 11, 16, 'ORDINAL'), ('hrt', 25, 28, 'ORG')]"
when you feel an urgent need to pass water do you leak urine before you can get to the toilet?,[]
what makes you leak when the need is urgent?,[]
describe methods you use:,[]
what was the date of your last period before starting hrt? month ... year … if you cannot remember the month and year please give your age at the time. … yrs,"[('the month and year', 99, 117, 'DATE')]"
"do your teenager, yourself or your husband ever do things to keep healthy? myself",[]
postcode,[]
which do you consider to be the 3 most important topics from the list above? please enter topic numbers,"[('3', 32, 33, 'CARDINAL')]"
study teenager's home address,[]
study teenager's surname,[]
study teenager's forename(s),[]
a lot is spoken these days about early sexual experience of all sorts having an effect on children's development. is this a thing you've thought about in regard to your teenager?,"[('these days', 16, 26, 'DATE')]"
